EmployeeID ,Gender ,Age ,HireDate  ,YearsAtCompany ,Grade ,SalaryPerAnnum ,Country   ,SBU   ,BuisnesUnit            ,Practice        ,PerformanceScore ,GABL     ,EmploymentType ,Department ,AttritionRisk ,PromotionEligible ,ActiveStatus
E00133      ,Female , 41 ,2005-03-21 ,              20 ,D     ,          700000 ,Germany   ,CIS   ,Telecom       ,Consulting      ,Excellent         ,Onshore  ,Full-Time       ,IT         ,Medium         ,Yes                ,Inactive
E00134      ,Female , 41 ,2008-01-30 ,              17 ,C     ,         1090000 ,Germany   ,APAC  ,Public Sector ,Digital         ,Average           ,Offshore ,Contract        ,IT         ,Low            ,No                 ,Inactive
E00135      ,Female , 47 ,2018-01-12 ,               7 ,B     ,          850000 ,Australia ,MEA   ,Banking       ,Engineering     ,Average           ,Offshore ,Part-Time       ,Marketing  ,Low            ,No                 ,Active
E00136      ,Male   , 26 ,2023-07-23 ,               2 ,E     ,         2170000 ,Brazil    ,FF    ,Manufacturing ,Technology      ,Average           ,Onshore  ,Full-Time       ,Operations ,Low            ,No                 ,Inactive
E00137      ,Female , 48 ,2013-11-16 ,              12 ,E     ,         1350000 ,Australia ,APAC  ,Banking       ,Digital         ,Excellent         ,Onshore  ,Part-Time       ,Operations ,Low            ,Yes                ,Inactive
E00138      ,Female , 37 ,2001-05-20 ,              24 ,C     ,         2140000 ,USA       ,EU    ,Insurance     ,Data & AI       ,Average           ,Onshore  ,Part-Time       ,Legal      ,Medium         ,No                 ,Active
E00139      ,Male   , 35 ,2020-01-27 ,               5 ,A     ,         3500000 ,UK        ,APAC  ,Banking       ,Data & AI       ,Excellent         ,Offshore ,Full-Time       ,Marketing  ,High           ,No                 ,Active
E00140      ,Female , 42 ,2001-05-11 ,              24 ,E     ,         1960000 ,UK        ,EU    ,Energy        ,Data & AI       ,Average           ,Offshore ,Part-Time       ,Legal      ,High           ,No                 ,Active
E00141      ,Female , 50 ,2009-05-29 ,              16 ,C     ,         2110000 ,Singapore ,EU    ,Insurance     ,Engineering     ,Poor              ,Offshore ,Part-Time       ,HR         ,Low            ,Yes                ,Inactive
E00142      ,Male   , 37 ,2014-03-21 ,              11 ,A     ,         1360000 ,Japan     ,APAC  ,Public Sector ,Data & AI       ,Average           ,Onshore  ,Part-Time       ,Finance    ,Medium         ,Yes                ,Active
E00143      ,Female , 33 ,2010-10-28 ,              15 ,F     ,         1660000 ,USA       ,MEA   ,Telecom       ,Data & AI       ,Below Average     ,Onshore  ,Part-Time       ,Legal      ,Low            ,Yes                ,Active
E00144      ,Male   , 41 ,2001-02-23 ,              24 ,F     ,         3390000 ,France    ,MEA   ,Telecom       ,Engineering     ,Average           ,Onshore  ,Full-Time       ,Operations ,Medium         ,Yes                ,Active
E00145      ,Female , 41 ,2016-06-04 ,               9 ,B     ,         2810000 ,Australia ,NA    ,Telecom       ,Consulting      ,Good              ,Onshore  ,Contract        ,Sales      ,Low            ,No                 ,Inactive
E00146      ,Male   , 47 ,2002-08-09 ,              23 ,E     ,          950000 ,India     ,NA    ,Telecom       ,Consulting      ,Average           ,Onshore  ,Full-Time       ,Finance    ,Low            ,Yes                ,Inactive
E00147      ,Male   , 39 ,2010-10-06 ,              15 ,A     ,         3000000 ,USA       ,FF    ,Insurance     ,Engineering     ,Below Average     ,Offshore ,Contract        ,Operations ,Medium         ,Yes                ,Inactive
E00148      ,Male   , 26 ,2016-07-29 ,               9 ,D     ,         2810000 ,India     ,APAC  ,Banking       ,Technology      ,Average           ,Offshore ,Part-Time       ,IT         ,Medium         ,Yes                ,Active
E00149      ,Male   , 31 ,2013-08-11 ,              12 ,C     ,         1070000 ,USA       ,NA    ,Insurance     ,Technology      ,Poor              ,Offshore ,Contract        ,Finance    ,High           ,Yes                ,Active
E00150      ,Male   , 30 ,2016-01-14 ,               9 ,E     ,          910000 ,UK        ,EU    ,Banking       ,Technology      ,Poor              ,Onshore  ,Contract        ,HR         ,Low            ,No                 ,Active
E00151      ,Female , 28 ,2010-08-11 ,              15 ,E     ,         2940000 ,Australia ,CIS   ,Retail        ,Technology      ,Average           ,Onshore  ,Full-Time       ,Operations ,Low            ,No                 ,Inactive
E00152      ,Female , 57 ,2011-09-28 ,              14 ,D     ,         2820000 ,India     ,CIS   ,Manufacturing ,Digital         ,Good              ,Onshore  ,Part-Time       ,HR         ,Medium         ,No                 ,Active
E00153      ,Male   , 38 ,2009-09-16 ,              16 ,C     ,         1910000 ,UK        ,APAC  ,Banking       ,Human Resources ,Poor              ,Onshore  ,Full-Time       ,Sales      ,Medium         ,Yes                ,Active
E00154      ,Female , 60 ,2005-10-08 ,              20 ,E     ,         1890000 ,Canada    ,NA    ,Public Sector ,Digital         ,Good              ,Offshore ,Contract        ,Legal      ,Medium         ,Yes                ,Inactive
E00155      ,Female , 38 ,2012-04-06 ,              13 ,F     ,         1800000 ,India     ,APAC  ,Insurance     ,Digital         ,Excellent         ,Offshore ,Part-Time       ,Legal      ,High           ,Yes                ,Inactive
E00156      ,Female , 26 ,2013-09-09 ,              12 ,A     ,         2290000 ,Germany   ,CIS   ,Retail        ,Cybersecurity   ,Below Average     ,Offshore ,Contract        ,Finance    ,Low            ,Yes                ,Active
E00157      ,Male   , 56 ,2020-10-02 ,               5 ,C     ,         1230000 ,Canada    ,LATAM ,Manufacturing ,Digital         ,Average           ,Onshore  ,Contract        ,IT         ,Medium         ,No                 ,Inactive
E00158      ,Male   , 47 ,2016-09-08 ,               9 ,A     ,         1750000 ,Singapore ,LATAM ,Telecom       ,Cybersecurity   ,Below Average     ,Onshore  ,Part-Time       ,Operations ,Medium         ,Yes                ,Inactive
E00159      ,Female , 43 ,2018-11-01 ,               7 ,F     ,         1700000 ,UK        ,EU    ,Telecom       ,Consulting      ,Excellent         ,Offshore ,Full-Time       ,HR         ,High           ,No                 ,Active
E00160      ,Female , 57 ,2017-12-07 ,               8 ,E     ,         2430000 ,Japan     ,NA    ,Retail        ,Engineering     ,Average           ,Offshore ,Full-Time       ,Marketing  ,Medium         ,Yes                ,Inactive
E00161      ,Female , 40 ,2017-11-25 ,               8 ,A     ,         3310000 ,UK        ,FF    ,Telecom       ,Human Resources ,Average           ,Offshore ,Contract        ,Sales      ,Low            ,No                 ,Active
E00162      ,Male   , 46 ,2009-10-13 ,              16 ,C     ,          890000 ,UK        ,APAC  ,Telecom       ,Technology      ,Good              ,Offshore ,Contract        ,Legal      ,Medium         ,No                 ,Active
E00163      ,Female , 37 ,2013-01-31 ,              12 ,F     ,         1360000 ,USA       ,APAC  ,Telecom       ,Consulting      ,Average           ,Onshore  ,Contract        ,HR         ,High           ,Yes                ,Inactive
E00164      ,Female , 51 ,2006-02-27 ,              19 ,F     ,         1240000 ,France    ,NA    ,Retail        ,Data & AI       ,Good              ,Offshore ,Full-Time       ,Operations ,Low            ,Yes                ,Inactive
E00165      ,Male   , 22 ,2017-11-26 ,               8 ,A     ,         1870000 ,France    ,CIS   ,Insurance     ,Engineering     ,Excellent         ,Offshore ,Full-Time       ,Sales      ,Medium         ,No                 ,Inactive
E00166      ,Female , 52 ,2021-12-27 ,               4 ,D     ,         2380000 ,Brazil    ,APAC  ,Telecom       ,Consulting      ,Below Average     ,Offshore ,Part-Time       ,Sales      ,Medium         ,Yes                ,Active
E00167      ,Female , 34 ,2012-09-16 ,              13 ,E     ,         2680000 ,Australia ,EU    ,Insurance     ,Technology      ,Excellent         ,Onshore  ,Part-Time       ,Marketing  ,Low            ,Yes                ,Inactive
E00168      ,Female , 42 ,2009-08-27 ,              16 ,F     ,         1590000 ,Australia ,FF    ,Energy        ,Cybersecurity   ,Average           ,Offshore ,Contract        ,HR         ,Low            ,Yes                ,Inactive
E00169      ,Female , 45 ,2021-04-24 ,               4 ,E     ,         2980000 ,Germany   ,LATAM ,Insurance     ,Engineering     ,Below Average     ,Onshore  ,Contract        ,HR         ,High           ,No                 ,Active
E00170      ,Female , 44 ,2023-05-08 ,               2 ,C     ,         1430000 ,USA       ,FF    ,Manufacturing ,Consulting      ,Excellent         ,Onshore  ,Full-Time       ,Legal      ,Medium         ,No                 ,Active
E00171      ,Female , 34 ,2018-08-21 ,               7 ,C     ,         2550000 ,France    ,APAC  ,Insurance     ,Data & AI       ,Excellent         ,Onshore  ,Contract        ,Operations ,Low            ,Yes                ,Inactive
E00172      ,Male   , 35 ,2014-07-16 ,              11 ,C     ,         2950000 ,Australia ,LATAM ,Banking       ,Data & AI       ,Average           ,Onshore  ,Contract        ,Sales      ,High           ,No                 ,Active
E00173      ,Male   , 56 ,2000-09-18 ,              25 ,D     ,         1810000 ,USA       ,FF    ,Retail        ,Digital         ,Excellent         ,Onshore  ,Contract        ,Legal      ,High           ,No                 ,Inactive
E00174      ,Male   , 36 ,2010-11-17 ,              15 ,E     ,         2590000 ,UK        ,MEA   ,Retail        ,Engineering     ,Good              ,Onshore  ,Full-Time       ,Legal      ,Low            ,No                 ,Inactive
E00175      ,Female , 35 ,2005-11-23 ,              20 ,F     ,          840000 ,UK        ,NA    ,Public Sector ,Cybersecurity   ,Good              ,Onshore  ,Part-Time       ,Sales      ,High           ,Yes                ,Inactive
E00176      ,Male   , 34 ,2014-10-18 ,              11 ,E     ,         1770000 ,USA       ,CIS   ,Retail        ,Technology      ,Below Average     ,Onshore  ,Part-Time       ,Sales      ,Low            ,Yes                ,Active
E00177      ,Female , 55 ,2004-09-18 ,              21 ,A     ,         1140000 ,France    ,CIS   ,Banking       ,Data & AI       ,Poor              ,Offshore ,Contract        ,Sales      ,High           ,No                 ,Inactive
E00178      ,Female , 59 ,2002-01-07 ,              23 ,F     ,         2340000 ,Brazil    ,FF    ,Telecom       ,Consulting      ,Average           ,Onshore  ,Contract        ,Sales      ,High           ,Yes                ,Inactive
E00179      ,Female , 44 ,2015-03-12 ,              10 ,B     ,         3270000 ,USA       ,NA    ,Manufacturing ,Technology      ,Good              ,Onshore  ,Contract        ,Operations ,Medium         ,Yes                ,Inactive
E00180      ,Female , 42 ,2023-03-14 ,               2 ,D     ,         3430000 ,India     ,CIS   ,Public Sector ,Consulting      ,Excellent         ,Offshore ,Full-Time       ,Operations ,Low            ,Yes                ,Inactive
E00181      ,Female , 36 ,2001-11-27 ,              24 ,D     ,          960000 ,Canada    ,EU    ,Energy        ,Human Resources ,Below Average     ,Offshore ,Part-Time       ,HR         ,Medium         ,No                 ,Active
E00182      ,Male   , 60 ,2001-12-16 ,              24 ,D     ,         1820000 ,UK        ,LATAM ,Telecom       ,Cybersecurity   ,Average           ,Offshore ,Part-Time       ,HR         ,Low            ,No                 ,Inactive
E00183      ,Female , 48 ,2003-03-08 ,              22 ,A     ,          720000 ,Australia ,EU    ,Public Sector ,Cybersecurity   ,Excellent         ,Offshore ,Part-Time       ,Marketing  ,High           ,Yes                ,Active
E00184      ,Female , 47 ,2020-09-20 ,               5 ,B     ,         1670000 ,Brazil    ,CIS   ,Banking       ,Technology      ,Poor              ,Onshore  ,Part-Time       ,HR         ,Low            ,No                 ,Active
E00185      ,Male   , 22 ,2007-05-05 ,              18 ,B     ,         3280000 ,Australia ,NA    ,Banking       ,Technology      ,Good              ,Onshore  ,Part-Time       ,Operations ,Low            ,Yes                ,Inactive
E00186      ,Female , 54 ,2004-10-21 ,              21 ,B     ,         1420000 ,Canada    ,CIS   ,Insurance     ,Engineering     ,Average           ,Onshore  ,Part-Time       ,Operations ,High           ,Yes                ,Active
E00187      ,Male   , 50 ,2019-05-11 ,               6 ,F     ,         1620000 ,Germany   ,NA    ,Energy        ,Data & AI       ,Excellent         ,Onshore  ,Part-Time       ,HR         ,Medium         ,Yes                ,Active
E00188      ,Female , 35 ,2023-09-25 ,               2 ,D     ,         3200000 ,Singapore ,LATAM ,Banking       ,Engineering     ,Good              ,Offshore ,Contract        ,Finance    ,Medium         ,Yes                ,Inactive
E00189      ,Male   , 25 ,2006-01-27 ,              19 ,B     ,         3350000 ,USA       ,MEA   ,Insurance     ,Engineering     ,Average           ,Offshore ,Part-Time       ,Legal      ,High           ,No                 ,Inactive
E00190      ,Female , 27 ,2012-12-18 ,              13 ,E     ,         2100000 ,Australia ,LATAM ,Insurance     ,Data & AI       ,Average           ,Offshore ,Contract        ,IT         ,High           ,No                 ,Active
E00191      ,Male   , 44 ,2016-08-26 ,               9 ,F     ,         1520000 ,Brazil    ,MEA   ,Telecom       ,Cybersecurity   ,Average           ,Onshore  ,Part-Time       ,HR         ,Low            ,No                 ,Inactive
E00192      ,Male   , 47 ,2018-04-04 ,               7 ,E     ,         3430000 ,India     ,APAC  ,Insurance     ,Engineering     ,Average           ,Offshore ,Part-Time       ,Legal      ,Low            ,No                 ,Active
E00193      ,Female , 23 ,2006-05-18 ,              19 ,A     ,          840000 ,Japan     ,EU    ,Banking       ,Technology      ,Good              ,Offshore ,Full-Time       ,HR         ,Medium         ,Yes                ,Active
